"Relatório de Faturamento"
Período;"2026-01-01 a 2026-12-31"
"Base temporal";due
Cliente;Todos
Status;Todos

Cliente;Documento;Descrição;Emissão;Vencimento;Status;"Valor Original";Juros;"Valor Atualizado";"Valor Pago"
"Dr. Noelí Julieta Chaves";406.120.734-00;"Quis unde et deserunt.";02/06/2026;12/07/2026;Pendente;18.382,40;3.074,36;21.456,76;0,00
"Manuela Soares Serna";025.461.029-58;"Voluptates quisquam in aut.";18/06/2026;12/07/2026;Pendente;2.058,03;143,10;2.201,13;0,00
"Tatiane Soto Jr.";700.758.684-16;"Magnam ullam omnis non est.";20/05/2026;12/07/2026;Pendente;12.952,23;968,59;13.920,82;0,00
"Dr. Paola Noelí Colaço";838.719.899-15;"Sit animi non.";26/05/2026;12/07/2026;Pendente;13.122,03;729,94;13.851,97;0,00
"Sra. Flor Bezerra Brito";836.473.983-89;"Incidunt excepturi eaque dolorum.";21/05/2026;12/07/2026;Pendente;13.694,78;1.726,04;15.420,82;0,00
"Sr. Dante Cristian Leon";815.578.638-93;"Hic rem quis voluptate.";22/05/2026;12/07/2026;Pendente;4.128,18;296,33;4.424,51;0,00
"Sra. Estela Suzana Molina";276.362.818-53;"Quisquam ut ullam aut.";29/05/2026;12/07/2026;Pendente;6.835,98;436,44;7.272,42;0,00
"Davi Leon Neto";199.469.268-85;"Magni est consequatur quidem delectus.";22/05/2026;12/07/2026;Pendente;366,31;19,83;386,14;0,00
"Dr. Luísa Benites";176.728.556-75;"Iusto nemo consectetur non hic.";01/06/2026;12/07/2026;Pendente;18.851,02;1.099,28;19.950,30;0,00
"Sra. Nayara Helena Tamoio";024.079.478-74;"Impedit rem illo.";10/06/2026;12/07/2026;Pendente;10.965,41;978,32;11.943,73;0,00
"Dr. Flávio Emanuel Brito";082.150.353-24;"Et in sunt dolor.";17/05/2026;12/07/2026;Pendente;8.090,04;614,70;8.704,74;0,00
"Sr. Márcio Marinho";827.744.959-74;"Nobis adipisci necessitatibus possimus consequatur iusto.";13/05/2026;12/07/2026;Pendente;7.779,27;571,24;8.350,51;0,00
"Kauan Salas das Dores Filho";440.454.750-43;"Voluptatibus dolore mollitia.";13/05/2026;12/07/2026;Pendente;17.979,53;2.515,77;20.495,30;0,00
"Joyce Ferminiano Lozano";005.792.341-73;"Alias non soluta.";28/05/2026;12/07/2026;Pendente;15.395,18;389,92;15.785,10;0,00
"Srta. Dirce Lia Martines";951.900.132-83;"Id commodi architecto et.";04/06/2026;12/07/2026;Pendente;13.298,53;1.220,57;14.519,10;0,00
"Antonella Verdugo Jr.";275.429.414-49;"Molestiae molestiae iusto quis quis.";10/06/2026;12/07/2026;Pendente;2.851,68;388,56;3.240,24;0,00
"Dr. Natália Fidalgo";792.495.092-30;"Excepturi ut et.";15/05/2026;12/07/2026;Pendente;9.755,45;202,40;9.957,85;0,00
"Jasmin Micaela Serrano Jr.";967.074.665-46;"Distinctio molestias tempora dolores.";24/06/2026;12/07/2026;Pendente;11.936,11;277,62;12.213,73;0,00
"Emília Sônia Assunção";399.577.362-74;"Sed architecto quibusdam quasi corrupti vitae.";17/06/2026;12/07/2026;Pendente;19.857,37;2.572,36;22.429,73;0,00
"Sra. Alma Miriam Vasques";895.975.750-85;"Reiciendis dolor qui dolore est.";29/05/2026;12/07/2026;Pendente;14.965,38;2.295,77;17.261,15;0,00
"Otávio Matos Sobrinho";851.377.106-83;"Incidunt quia quisquam quam nemo eum.";24/05/2026;12/07/2026;Pendente;2.474,85;57,56;2.532,41;0,00
"Dr. Luísa Benites";176.728.556-75;"Sit minus accusantium aut.";23/05/2026;12/07/2026;Pendente;7.595,13;1.059,26;8.654,39;0,00
"Eunice Duarte Jr.";952.055.119-38;"Quos eum autem cupiditate non.";30/05/2026;12/07/2026;Pendente;3.523,96;245,03;3.768,99;0,00
"Dr. Manuel Valência Faro";205.401.513-11;"Neque eos pariatur architecto.";03/06/2026;12/07/2026;Pendente;12.183,21;2.152,22;14.335,43;0,00
"Irene Ferreira";089.611.510-22;"Ut nemo doloremque.";20/05/2026;12/07/2026;Pendente;16.432,20;1.642,17;18.074,37;0,00
"Artur Deivid Prado";910.021.347-12;"Ex ipsum veniam voluptatem possimus.";27/05/2026;12/07/2026;Pendente;4.712,46;310,03;5.022,49;0,00
"Moisés Barros Jr.";685.622.663-46;"Quam est voluptatem.";20/06/2026;12/07/2026;Pendente;7.770,37;965,15;8.735,52;0,00
"Rosana Rosa Sobrinho";572.403.735-53;"Qui iusto quia odit.";23/05/2026;12/07/2026;Pendente;320,97;53,09;374,06;0,00
"Benedito Cervantes Maldonado Jr.";208.721.593-97;"Impedit eum minima enim exercitationem excepturi.";06/06/2026;12/07/2026;Pendente;5.207,66;690,49;5.898,15;0,00
"Dr. Naiara Chaves Jr.";302.156.043-71;"Aliquid natus voluptatem corrupti est.";05/06/2026;12/07/2026;Pendente;5.622,34;139,91;5.762,25;0,00
"Sra. Patrícia Verônica Santiago";355.912.976-12;"Ut dolorum nesciunt repellendus.";17/05/2026;12/07/2026;Pendente;9.014,91;301,72;9.316,63;0,00
"Sra. Lidiane Ramos";678.975.518-30;"Et omnis est illum iste praesentium.";20/06/2026;12/07/2026;Pendente;19.072,54;3.107,56;22.180,10;0,00
"Srta. Adriana Galindo Casanova Neto";202.565.611-99;"Neque eum corrupti reiciendis.";18/05/2026;12/07/2026;Pendente;1.735,81;166,91;1.902,72;0,00
"Valentin Madeira Jr.";859.611.412-09;"Aliquam inventore impedit eos.";14/05/2026;12/07/2026;Pendente;15.730,67;1.724,48;17.455,15;0,00
"Dr. Clara Serrano da Cruz";057.728.701-30;"Est optio quas totam.";20/06/2026;12/07/2026;Pendente;10.633,45;1.109,32;11.742,77;0,00
"Hugo Felipe Arruda Jr.";551.448.732-24;"Odit omnis expedita et.";27/05/2026;12/07/2026;Pendente;1.252,00;147,51;1.399,51;0,00
"Dr. Giovane Fábio Zambrano Sobrinho";934.944.990-22;"Possimus vel placeat aut qui.";01/06/2026;12/07/2026;Pendente;16.535,50;1.517,66;18.053,16;0,00
"Srta. Simone Milene Fontes";187.112.892-54;"Ut voluptatum aut.";12/06/2026;12/07/2026;Pago;17.517,43;0,00;17.517,43;7.969,04
"Sr. Ítalo Santana Neto";751.839.869-36;"Suscipit molestias amet occaecati.";26/05/2026;12/07/2026;Pago;7.323,15;0,00;7.323,15;12.960,57
"Sra. Isabel Amélia Leon";060.349.689-23;"Et ut quia harum.";18/06/2026;12/07/2026;Pago;4.373,63;0,00;4.373,63;13.405,11
"Saulo Galindo Rodrigues Sobrinho";216.315.634-05;"Autem voluptatem vel.";23/06/2026;12/07/2026;Pago;18.583,14;0,00;18.583,14;14.228,17
"Dr. Gisela Camacho";865.570.311-83;"Nam id enim et vel ratione.";27/06/2026;12/07/2026;Pago;17.395,84;0,00;17.395,84;15.255,40
"Denise Mayara Zaragoça";340.724.966-40;"Quibusdam sed voluptas rerum.";17/06/2026;12/07/2026;Pago;19.439,51;0,00;19.439,51;9.143,30
"Sr. Wellington de Freitas Velasques";140.578.075-32;"Ab pariatur et quo rerum reiciendis.";25/06/2026;12/07/2026;Pago;14.805,28;0,00;14.805,28;9.554,46
"Sr. George Guilherme Aranda";000.958.376-06;"Sequi voluptatem error eum.";19/06/2026;12/07/2026;Pago;12.189,06;0,00;12.189,06;13.785,42
"Paulo Salgado Sobrinho";367.973.476-55;"Perferendis aliquam qui.";23/06/2026;12/07/2026;Pago;19.345,84;0,00;19.345,84;15.593,23
"Vitória Saraiva";620.146.097-56;"Sit voluptate odit vel.";31/05/2026;12/07/2026;Pago;2.656,87;0,00;2.656,87;16.474,73
"Sophie Adriana Batista Filho";987.471.560-12;"Hic dicta vel.";06/06/2026;12/07/2026;Pago;12.919,58;0,00;12.919,58;15.050,84
"Dr. Anderson Marin Prado";706.956.569-67;"Praesentium voluptatibus possimus molestiae et.";10/06/2026;12/07/2026;Pendente;6.453,56;815,35;7.268,91;0,00
"Renata Lira Neves";672.880.054-92;"Et quasi aut.";22/06/2026;12/07/2026;Pendente;10.184,23;858,01;11.042,24;0,00
"Sra. Helena Domingues Neto";394.852.381-81;"Natus quam et qui voluptas.";23/05/2026;12/07/2026;Pendente;6.946,40;711,01;7.657,41;0,00
"Dr. Thalita Ferminiano Padilha";018.344.348-34;"Iusto et dolor qui.";11/06/2026;12/07/2026;Pendente;15.194,95;277,14;15.472,09;0,00
"Kléber Dener de Arruda";299.961.994-14;"Vero mollitia omnis.";17/05/2026;12/07/2026;Pendente;7.712,97;891,18;8.604,15;0,00
"Dr. Heloísa Cristina Serra";669.758.507-54;"Voluptatem cumque et sit aut minima.";30/05/2026;12/07/2026;Pendente;813,34;116,29;929,63;0,00
"Agostinho Rangel Santos Jr.";325.891.665-76;"Tempore voluptas mollitia repellendus.";29/05/2026;12/07/2026;Pendente;14.628,91;2.228,44;16.857,35;0,00
"Sra. Ivana Leon Benez Filho";870.254.439-47;"Delectus et qui ratione.";13/05/2026;12/07/2026;Pendente;19.343,87;2.443,93;21.787,80;0,00
"Alice Teles Neves";709.153.414-18;"Doloremque amet beatae aut est iusto.";14/06/2026;12/07/2026;Pendente;706,04;90,17;796,21;0,00
"Jean Eric Lovato Neto";745.843.857-86;"Itaque fuga ut.";21/06/2026;12/07/2026;Pendente;2.453,51;235,56;2.689,07;0,00
"Dr. Vinícius Meireles";600.525.299-67;"Et qui et est.";09/06/2026;12/07/2026;Pendente;12.879,10;1.754,86;14.633,96;0,00
"Srta. Jasmin Pacheco";911.611.666-86;"Voluptas in similique impedit.";19/06/2026;12/07/2026;Pendente;12.625,16;1.038,97;13.664,13;0,00
"Sr. Marco Renato Fidalgo";396.357.747-34;"Est libero rerum voluptate.";03/06/2026;12/07/2026;Pendente;3.952,70;94,85;4.047,55;0,00
"Tatiane Campos Solano";753.096.540-72;"Illum ut deserunt corrupti.";14/05/2026;12/07/2026;Pendente;4.677,81;835,75;5.513,56;0,00
"Sra. Liz Eva Benites Sobrinho";990.565.660-01;"Voluptatem illum et autem voluptatem et.";15/05/2026;12/07/2026;Pendente;3.415,07;358,86;3.773,93;0,00
"Sr. Matias Zamana Meireles Filho";514.787.309-20;"Et incidunt fugit excepturi.";06/06/2026;12/07/2026;Pendente;18.149,80;1.802,85;19.952,65;0,00
"Artur Ferreira";012.023.845-79;"Deleniti accusantium unde et voluptas.";17/06/2026;12/07/2026;Pendente;13.274,95;2.379,95;15.654,90;0,00
"Sr. Christopher Carvalho";485.010.541-80;"Aliquam est ea omnis et.";03/06/2026;12/07/2026;Pendente;3.734,49;670,10;4.404,59;0,00
"Sr. Vinícius Santacruz";490.949.387-80;"Ipsam enim incidunt dolores dolor.";31/05/2026;12/07/2026;Pendente;4.595,45;173,57;4.769,02;0,00
"Srta. Louise Aragão";529.841.216-30;"Voluptatem consectetur aut assumenda amet.";23/06/2026;12/07/2026;Pendente;13.930,23;1.062,64;14.992,87;0,00
"Milena Correia Rios";958.649.682-72;"Illum ipsum similique et.";15/06/2026;12/07/2026;Pendente;10.089,17;502,57;10.591,74;0,00
"Sr. Adriano Juan Ortiz Jr.";208.721.010-64;"Praesentium cum sit dolorum modi non.";06/06/2026;12/07/2026;Pendente;8.292,20;310,73;8.602,93;0,00
"Sr. Théo Fábio Abreu";945.079.692-24;"Sint iste est adipisci occaecati.";15/05/2026;12/07/2026;Pendente;14.399,51;2.222,22;16.621,73;0,00
"Dr. Abgail Rangel Jr.";579.957.783-81;"Exercitationem illum sapiente qui.";01/06/2026;12/07/2026;Pendente;2.368,44;313,68;2.682,12;0,00
"Srta. Dirce Lia Martines";951.900.132-83;"Accusantium adipisci eligendi.";10/06/2026;12/07/2026;Pendente;6.443,27;1.001,29;7.444,56;0,00
"Elisa Eunice Verdugo Sobrinho";018.826.637-75;"Rerum non tempora.";06/06/2026;12/07/2026;Pendente;5.927,68;777,82;6.705,50;0,00
"Dr. Norma Rangel";726.373.425-39;"Aut est qui dicta.";06/06/2026;12/07/2026;Pendente;18.335,54;1.937,81;20.273,35;0,00
"Srta. Samara Bonilha Neto";217.052.040-65;"Dolorem aliquid veniam non quo quisquam.";27/06/2026;12/07/2026;Pendente;15.802,67;325,54;16.128,21;0,00
"Larissa Carmona Batista";204.881.415-80;"Aut quia laudantium et.";11/06/2026;12/07/2026;Pendente;17.510,44;2.079,07;19.589,51;0,00
"Dr. Lucio Cruz Jr.";399.253.641-71;"Adipisci nisi consequatur.";25/05/2026;12/07/2026;Pendente;15.133,97;249,25;15.383,22;0,00
"Antônio Victor Sandoval Neto";914.868.503-01;"Suscipit consequuntur excepturi et dolore omnis.";05/06/2026;12/07/2026;Pendente;4.721,47;321,23;5.042,70;0,00
"Leandro Saito Jr.";993.374.186-66;"Unde odio qui mollitia in aperiam.";16/06/2026;12/07/2026;Pendente;9.787,05;1.235,02;11.022,07;0,00
"Christian Bruno Guerra";773.743.249-41;"Molestiae rem magnam iure aut.";22/05/2026;12/07/2026;Pendente;16.938,00;2.945,10;19.883,10;0,00
"Clarice Laura Faro Sobrinho";479.575.790-04;"Culpa dolor neque.";13/06/2026;12/07/2026;Pendente;16.175,25;2.575,78;18.751,03;0,00
"Miriam Garcia Neto";321.438.940-45;"Quam placeat voluptates fugit.";25/05/2026;12/07/2026;Pendente;3.955,43;169,37;4.124,80;0,00
"Dr. Benício Serna Benez Neto";617.496.261-50;"Non nihil harum aut at.";11/06/2026;12/07/2026;Pendente;3.565,62;264,50;3.830,12;0,00
"Sr. Vinícius Santacruz";490.949.387-80;"Quo provident labore ut eius non.";22/06/2026;12/07/2026;Pendente;9.544,46;718,05;10.262,51;0,00
"Dr. Marcelo Amaral Verdara Sobrinho";910.326.396-18;"Fugiat dolorem dolore.";09/06/2026;12/07/2026;Pago;17.016,77;0,00;17.016,77;5.453,44
"Léia Daniela Neves";491.402.571-86;"Beatae facilis quidem molestiae unde.";07/06/2026;12/07/2026;Pago;6.114,74;0,00;6.114,74;3.158,38
"Elis Gonçalves";272.030.104-03;"Eum voluptas non quibusdam eligendi.";18/05/2026;12/07/2026;Pago;2.340,04;0,00;2.340,04;7.240,85
"Dr. Davi Ortega Sobrinho";099.366.841-90;"Et rerum quis.";22/06/2026;12/07/2026;Pago;10.473,26;0,00;10.473,26;13.294,12
"Dr. Adriele Carrara Cortês Sobrinho";213.414.297-66;"Repudiandae mollitia consequuntur vel sunt expedita.";03/06/2026;12/07/2026;Pago;16.435,04;0,00;16.435,04;3.038,32
"Carla Alice Matias Sobrinho";898.710.672-56;"Amet aut rem eum.";22/06/2026;12/07/2026;Pago;19.119,27;0,00;19.119,27;13.050,07
"Wellington Victor Cordeiro Filho";235.159.005-02;"Laudantium qui commodi ullam.";01/06/2026;12/07/2026;Pago;149,86;0,00;149,86;16.567,38
"Sr. Simão Pacheco de Aguiar";004.766.979-61;"Laboriosam earum quo et.";14/06/2026;12/07/2026;Pago;11.840,73;0,00;11.840,73;8.064,23
"Dr. Manoela Verônica Delvalle Filho";456.467.436-86;"Quasi unde quae maxime culpa.";19/06/2026;12/07/2026;Pago;13.271,60;0,00;13.271,60;4.736,55
"Cíntia Salazar";886.516.103-67;"Ut maxime sint consequuntur quibusdam.";17/05/2026;12/07/2026;Pago;15.613,34;0,00;15.613,34;2.873,07
"Dr. Lilian Escobar Neto";494.354.542-44;"Quia voluptas dolor et fugit.";08/06/2026;12/07/2026;Pago;18.187,03;0,00;18.187,03;14.011,57
"Paloma Campos Marin";109.158.754-29;"Ipsam consectetur ut.";27/06/2026;12/07/2026;Pago;13.717,91;0,00;13.717,91;17.319,41
"Srta. Jennifer Vasques de Aguiar Filho";333.069.591-29;"Veritatis eum est voluptatum.";14/05/2026;12/07/2026;Pago;2.523,49;0,00;2.523,49;1.352,38
"Kauan Salas das Dores Filho";440.454.750-43;"Maiores doloremque ut sequi earum.";20/05/2026;12/07/2026;Pago;12.138,04;0,00;12.138,04;10.752,56
"Dr. Sergio Saraiva Mendonça";363.574.864-52;"Fuga aut soluta qui quisquam.";24/05/2026;12/07/2026;Pago;8.885,22;0,00;8.885,22;19.500,16
"Angélica Abreu Franco Jr.";386.922.377-50;"Aliquam repellat et dolores dignissimos.";10/06/2026;12/07/2026;Pago;19.764,41;0,00;19.764,41;19.546,33
"Dr. Sônia Sandoval Sobrinho";930.216.189-00;"Beatae sint assumenda minima expedita.";23/05/2026;12/07/2026;Pago;19.859,37;0,00;19.859,37;5.804,83
"Théo Soares Fernandes Sobrinho";248.979.350-25;"Dolor architecto libero asperiores nam sunt.";26/05/2026;12/07/2026;Pago;3.489,56;0,00;3.489,56;18.744,86
"Reinaldo Fonseca";224.054.786-13;"Fugiat beatae perferendis nemo commodi.";01/06/2026;12/07/2026;Pago;19.647,94;0,00;19.647,94;19.480,06
"Alícia Matos";124.314.448-18;"Fugit aut omnis at et.";28/05/2026;12/07/2026;Pago;14.392,76;0,00;14.392,76;8.142,05
"Thalissa Padrão Jr.";783.805.358-59;"Quaerat autem et.";26/06/2026;12/07/2026;Pago;7.437,21;0,00;7.437,21;6.397,60
"Melina Ortiz";542.605.781-77;"Et modi labore est.";07/06/2026;12/07/2026;Pago;5.047,21;0,00;5.047,21;13.845,21
"Dr. Alonso Vicente Matos Filho";377.458.956-84;"Qui aut incidunt dicta eius nesciunt.";15/06/2026;12/07/2026;Pago;15.690,65;0,00;15.690,65;12.029,94
"Renato Emerson Rosa Neto";126.077.751-48;"Eaque ut qui eligendi sed.";20/06/2026;12/07/2026;Pago;806,45;0,00;806,45;5.505,10
"Antonella Pereira";571.824.178-72;"Omnis qui aut distinctio laborum non.";09/06/2026;12/07/2026;Pago;7.951,86;0,00;7.951,86;7.643,17
"Ricardo Burgos Tamoio";381.986.861-33;"Repudiandae ea quia quas.";24/05/2026;12/07/2026;Pago;16.984,88;0,00;16.984,88;492,21
"Dr. Louise Serna";920.634.686-71;"Quia vitae cupiditate ut alias et.";19/06/2026;12/07/2026;Pago;18.910,85;0,00;18.910,85;241,01
"Cláudia Solano Neto";658.584.741-84;"Sed quia ut quaerat dolorem.";24/05/2026;12/07/2026;Pago;16.132,17;0,00;16.132,17;17.793,41
"Dr. Antonieta Valdez Flores";977.478.716-87;"Numquam suscipit illo officiis.";01/06/2026;12/07/2026;Pago;6.065,28;0,00;6.065,28;15.785,55
"Natan Matos Burgos Sobrinho";365.987.478-70;"Et inventore molestiae et.";29/05/2026;13/07/2026;Pago;7.921,09;0,00;7.921,09;8.400,00
"Dr. Moisés Théo Roque Sobrinho";508.083.698-35;"A voluptatem expedita est perspiciatis ut.";18/05/2026;13/07/2026;Pago;9.716,04;0,00;9.716,04;14.321,15
"Srta. Camila Salazar";834.210.568-25;"Veritatis voluptatibus quidem non eos.";26/05/2026;13/07/2026;Pago;12.266,56;0,00;12.266,56;10.719,64
"Marco Delgado das Dores Filho";050.264.192-93;"Voluptatem molestias quisquam et sed.";19/05/2026;13/07/2026;Pago;13.886,90;0,00;13.886,90;448,53
"Sr. Gilberto Santiago Pacheco";326.901.933-05;"Harum aut sed ipsa.";06/06/2026;13/07/2026;Pago;7.051,05;0,00;7.051,05;2.829,23
"Natália Angélica Delgado Jr.";868.442.492-61;"Qui voluptatem et occaecati.";18/06/2026;13/07/2026;Pago;19.289,06;0,00;19.289,06;11.241,98
"Mirela da Cruz";904.263.701-19;"Necessitatibus quia ut et eum.";02/06/2026;13/07/2026;Pago;13.209,55;0,00;13.209,55;410,59
"Alana Quintana Neto";315.965.029-13;"Aut in deleniti qui.";31/05/2026;13/07/2026;Pago;6.080,65;0,00;6.080,65;343,85
"Dr. Regiane Souza Cervantes";806.754.528-50;"Id ut officia nam autem.";17/05/2026;13/07/2026;Pendente;8.341,96;1.323,46;9.665,42;0,00
"Rebeca Sandoval";603.056.801-59;"Voluptatibus nemo beatae quisquam.";29/05/2026;13/07/2026;Pendente;19.177,98;1.885,10;21.063,08;0,00
"Elaine Toledo";013.992.483-88;"Repellendus repellendus vero accusantium sed suscipit.";13/06/2026;13/07/2026;Pendente;17.709,41;1.311,32;19.020,73;0,00
"Sr. João Nicolas Saito Jr.";951.143.722-76;"Suscipit est ad rerum doloremque unde.";12/06/2026;13/07/2026;Pendente;18.021,44;1.923,06;19.944,50;0,00
"Dr. Elias das Dores Neto";726.043.789-42;"Harum blanditiis voluptatum nulla possimus animi.";21/06/2026;13/07/2026;Pendente;10.414,30;1.069,77;11.484,07;0,00
"Srta. Melinda Cruz";987.970.120-61;"Impedit temporibus magni minima voluptate consectetur.";19/05/2026;13/07/2026;Pendente;19.993,88;2.515,72;22.509,60;0,00
"Leandro Assunção Neto";076.575.254-21;"Dicta velit aut adipisci.";01/06/2026;13/07/2026;Pendente;5.666,31;995,13;6.661,44;0,00
"Srta. Maiara Leon Padrão Jr.";340.361.163-51;"Voluptates ad mollitia enim corporis qui.";26/05/2026;13/07/2026;Pendente;14.152,84;1.570,94;15.723,78;0,00
"Yohanna Taís Benez Sobrinho";119.392.284-62;"Est eum eum error ut consequatur.";12/06/2026;13/07/2026;Pago;5.030,65;0,00;5.030,65;12.405,42
"Jean Rangel";210.124.441-67;"Ut ad consectetur.";20/05/2026;13/07/2026;Pago;7.176,76;0,00;7.176,76;16.415,59
"Bernardo Heitor Ferraz";929.777.351-38;"Enim quia dolor excepturi sequi.";22/06/2026;13/07/2026;Pago;12.018,65;0,00;12.018,65;9.476,15
"Bella Rico Flores";065.261.096-04;"Aut tempora rerum.";26/05/2026;13/07/2026;Pago;1.540,43;0,00;1.540,43;18.574,12
"Gustavo Roque";462.891.505-98;"Esse laborum minus totam nam.";19/05/2026;13/07/2026;Pago;6.897,10;0,00;6.897,10;10.062,10
"Théo Ian Duarte Filho";445.896.845-94;"Laudantium expedita animi et non.";22/05/2026;13/07/2026;Pago;11.624,30;0,00;11.624,30;995,81
"Dr. Igor Queirós";894.854.290-32;"Quisquam voluptatem repellendus rerum.";26/05/2026;13/07/2026;Pago;2.805,06;0,00;2.805,06;8.291,70
"Sra. Flor Bezerra Brito";836.473.983-89;"Autem et accusantium et.";22/05/2026;13/07/2026;Pago;440,60;0,00;440,60;13.153,53
"Alexa Faro Saito Sobrinho";820.737.459-99;"Quaerat quae consequatur aut sit provident.";17/06/2026;13/07/2026;Pago;2.092,39;0,00;2.092,39;13.482,84
"Richard Evandro Roque";773.821.468-32;"Omnis occaecati sit.";24/05/2026;13/07/2026;Pago;10.165,51;0,00;10.165,51;13.344,20
"Srta. Vitória Pena Rangel Jr.";354.222.419-34;"Labore voluptate accusantium doloribus.";16/05/2026;13/07/2026;Pago;9.237,51;0,00;9.237,51;3.135,18
"Micaela Aguiar Sobrinho";857.741.461-96;"Voluptas maiores dolorum quibusdam numquam.";22/06/2026;13/07/2026;Pago;4.725,89;0,00;4.725,89;16.896,88
"Mia Vila Montenegro";227.734.138-68;"Placeat ea voluptate earum quia veniam.";06/06/2026;13/07/2026;Pago;16.759,76;0,00;16.759,76;8.677,89
"Dr. Deivid Rosa Ferreira Jr.";138.348.430-78;"Aut id rerum voluptatum ut.";27/06/2026;13/07/2026;Pago;15.787,46;0,00;15.787,46;17.014,48
"Sr. Jerônimo Carvalho Carvalho Neto";534.417.259-08;"Ut temporibus necessitatibus.";17/05/2026;13/07/2026;Pago;8.288,25;0,00;8.288,25;13.578,06
"Emílio Maia";948.342.122-09;"Aliquid dolorum omnis.";27/06/2026;13/07/2026;Pago;1.773,86;0,00;1.773,86;7.845,81
"Sra. Norma Liz das Dores";349.010.977-02;"Nesciunt et assumenda numquam aut.";02/06/2026;13/07/2026;Pago;7.389,25;0,00;7.389,25;7.654,10
"Dr. Marcelo Amaral Verdara Sobrinho";910.326.396-18;"Reprehenderit illum omnis tempora omnis.";04/06/2026;13/07/2026;Pago;16.895,49;0,00;16.895,49;12.601,06
"Gabrielly Barros";370.954.984-99;"Ut voluptatibus debitis explicabo aut ea.";08/06/2026;13/07/2026;Pago;2.584,77;0,00;2.584,77;6.102,32
"Sra. Lívia Ana Soto Filho";272.657.076-16;"Minima cumque quam aut quidem sit.";13/06/2026;13/07/2026;Pago;10.447,38;0,00;10.447,38;810,92
"Henrique Verdugo";459.996.603-47;"Voluptas magni excepturi atque quia.";15/05/2026;13/07/2026;Pago;4.698,08;0,00;4.698,08;13.838,89
"Maya Gusmão Pacheco";829.469.423-52;"Id incidunt facere voluptas quasi.";08/06/2026;13/07/2026;Pago;8.387,05;0,00;8.387,05;5.402,91
"Téo Rafael Dias";417.108.812-46;"Sed est autem.";21/06/2026;13/07/2026;Pago;18.903,20;0,00;18.903,20;734,94
"Dr. Maísa Hortência Alves";443.061.162-29;"Dolorem maiores pariatur voluptatibus.";26/06/2026;13/07/2026;Pago;10.297,90;0,00;10.297,90;12.836,03
"Sra. Sabrina D'ávila Cortês";537.424.305-11;"Fugiat cum voluptas fuga est non.";08/06/2026;13/07/2026;Pago;17.313,85;0,00;17.313,85;7.451,02
"Dr. Inácio Medina Filho";966.704.441-41;"Voluptates qui autem dignissimos rerum quia.";20/06/2026;13/07/2026;Pago;16.144,64;0,00;16.144,64;18.443,45
"Dr. Valentin Ramos Verdara";310.776.129-39;"Inventore dolorem quibusdam unde consequuntur.";02/06/2026;13/07/2026;Pago;8.221,19;0,00;8.221,19;1.625,42
"Hortência Natália Souza";222.485.591-59;"Sunt vel inventore.";23/06/2026;13/07/2026;Pago;10.228,25;0,00;10.228,25;16.091,18
"Suzana Serrano Jr.";363.816.643-62;"Error maiores est nesciunt ratione dolor.";24/06/2026;13/07/2026;Pago;11.232,36;0,00;11.232,36;8.458,92
"Sra. Lidiane Ramos";678.975.518-30;"Id voluptas et aut.";10/06/2026;13/07/2026;Pago;14.711,71;0,00;14.711,71;10.545,14
"Dr. Deivid Maia Rios";476.385.676-31;"Impedit inventore et dolore aut.";13/06/2026;13/07/2026;Pendente;11.006,18;1.898,16;12.904,34;0,00
"Dr. Denis Ferreira";893.741.467-22;"Provident repellendus pariatur omnis.";27/05/2026;13/07/2026;Pendente;13.589,40;1.048,06;14.637,46;0,00
"Dr. Melinda Furtado Queirós Filho";511.007.539-75;"Doloribus mollitia aut voluptatem vitae.";26/06/2026;13/07/2026;Pendente;10.524,87;1.269,60;11.794,47;0,00
"Alan Erik Vale";726.183.396-27;"Molestiae voluptate at molestias.";02/06/2026;13/07/2026;Pendente;4.233,57;648,20;4.881,77;0,00
"Srta. Bia das Neves";791.040.391-13;"Itaque omnis itaque qui cumque in.";27/06/2026;13/07/2026;Pendente;16.967,66;857,62;17.825,28;0,00
"Rogério Solano da Silva Filho";894.933.169-18;"Fugiat optio et ea omnis.";17/06/2026;13/07/2026;Pendente;3.039,53;359,44;3.398,97;0,00
"Dr. Márcio George Galvão";793.271.554-36;"Soluta earum sint eum.";14/05/2026;13/07/2026;Pendente;16.680,27;2.676,35;19.356,62;0,00
"Dr. Franciele Fernandes Jr.";798.673.377-60;"Laudantium hic minus eum explicabo.";02/06/2026;13/07/2026;Pendente;8.799,42;526,81;9.326,23;0,00
"Sr. Leonardo Pacheco Feliciano";885.571.178-14;"Laudantium qui qui non eum dolore.";19/06/2026;13/07/2026;Pendente;15.281,13;839,12;16.120,25;0,00
"Srta. Stephanie Ramires Cordeiro";428.847.418-89;"Qui voluptatem rem.";23/05/2026;13/07/2026;Pendente;14.005,43;2.098,29;16.103,72;0,00
"Ellen Zambrano Vasques";839.481.113-55;"Quo recusandae ad tenetur.";22/06/2026;13/07/2026;Pendente;11.674,46;900,38;12.574,84;0,00
"Isabella Sophia Toledo";006.016.234-44;"Pariatur sequi qui sit ut.";14/06/2026;13/07/2026;Pago;7.931,97;0,00;7.931,97;17.940,18
"Dr. Aparecida Quintana";839.670.353-12;"Quod repellendus vel.";07/06/2026;13/07/2026;Pago;18.150,96;0,00;18.150,96;10.894,65
